,AID,CID,Activity Outcome,Protein Accession,SMILES
2199171,1671197,16015.0,Active,AAV41877,C1=CC=C(C=C1)N=NC2=C(C=CC3=CC(=CC(=C32)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+]
2199173,1671197,24512.0,Inactive,AAV41877,CCN1CN(CN(C1)CC)CC
2199175,1671197,118703.0,Active,AAV41877,CCCC1C(=CC(=CN1C2=CC=CC=C2)CC)CC
2199177,1671197,17435.0,Active,AAV41877,CCOC(=O)C(C1=CC=CC=C1)SP(=S)(OC)OC
2199179,1671197,18283.0,Inactive,AAV41877,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO
2199181,1671197,19095.0,Inactive,AAV41877,CC1=CC(=C(C=C1C)N=NC2=C3C=CC(=CC3=CC(=C2O)S(=O)(=O)[O-])S(=O)(=O)[O-])C.[Na+].[Na+]
2199183,1671197,21531.0,Inactive,AAV41877,B(OC(C)C)(OC(C)C)OC(C)C
2199185,1671197,20083.0,Inactive,AAV41877,CCCCCCC(C)O
2199187,1671197,24314.0,Inactive,AAV41877,CC(C)(C)OCC1CO1
2199189,1671197,130313.0,Active,AAV41877,CC1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)C
2199191,1671197,798.0,Active,AAV41877,C1=CC=C2C(=C1)C=CN2
2199193,1671197,16741.0,Active,AAV41877,C1=CC=C(C=C1)CCN=C=S
2199195,1671197,522769.0,Inactive,AAV41877,C(CCl)NCCCl.Cl
2199197,1671197,10997035.0,Active,AAV41877,CCC/C=C(/CC)\C=O
2199199,1671197,41368.0,Active,AAV41877,CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)Cl)O
2199201,1671197,23368.0,Inactive,AAV41877,CC(C)OC(=O)CCCCC(=O)OC(C)C
2199203,1671197,16002.0,Active,AAV41877,CCCCOCCOC(=O)COC1=C(C=C(C=C1)Cl)Cl
2199205,1671197,24482.0,Active,AAV41877,[NH4+].NS(=O)(=O)[O-]
2199207,1671197,66623.0,Active,AAV41877,C1=CC(=C(C=C1N)N)S(=O)(=O)O
2199209,1671197,17304.0,Active,AAV41877,COP(=S)(OC)Cl
2199211,1671197,18056.0,Inactive,AAV41877,CCSC(=O)Cl
2199213,1671197,19266.0,Inactive,AAV41877,CC(=O)NC1=CC=C(C=C1)C(=O)O
2199215,1671197,38360.0,Active,AAV41877,CCCCCCOC1=CC=C(C=C1)N
2199217,1671197,20417.0,Inactive,AAV41877,C1COCCN1C=O
2199219,1671197,24633.0,Inactive,AAV41877,[Cl-].[Cl-].[Cd+2]
2199221,1671197,129109.0,Inactive,AAV41877,CC(C(=O)N1C(CN(C1=O)C)C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O
2199223,1671197,31241.0,Inactive,AAV41877,CCCCC(CC)C=O
2199225,1671197,16666.0,Inactive,AAV41877,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C
2199227,1671197,516902.0,Inactive,AAV41877,[O-]Cl(=O)=O.[Na+]
2199229,1671197,936.0,Active,AAV41877,C1=CC(=CN=C1)C(=O)N
2199231,1671197,62592.0,Active,AAV41877,CCCCCCCOC(=O)CCC
2199233,1671197,22772.0,Active,AAV41877,C(SC#N)SC#N
2199235,1671197,15910.0,Active,AAV41877,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl
2199237,1671197,24699.0,Inactive,AAV41877,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O
2199239,1671197,126941.0,Inactive,AAV41877,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
2199241,1671197,17241.0,Active,AAV41877,CCOP(=S)(OCC)SCCS(=O)(=O)CC
2199243,1671197,17719.0,Inactive,AAV41877,CC(C)(C1=CC(=CC=C1)C(C)(C)N=C=O)N=C=O
2199245,1671197,18529.0,Active,AAV41877,C1CC(C(CCC(C(CCC(C1Br)Br)Br)Br)Br)Br
2199247,1671197,20525.0,Active,AAV41877,COC1=CC(=C(C=C1C=O)OC)OC
2199249,1671197,19988.0,Inactive,AAV41877,COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)S(=O)(=O)O
2199251,1671197,25146.0,Active,AAV41877,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O
2199253,1671197,123504.0,Active,AAV41877,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)Cl)O
2199257,1671197,16533.0,Active,AAV41877,CCCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CO
2199259,1671197,5369459.0,Active,AAV41877,C1=CC=C(C=C1)CCOC(=O)/C=C/C2=CC=CC=C2
2199261,1671197,863.0,Inactive,AAV41877,C1CSSC1CCCCC(=O)N
2199263,1671197,41022.0,Active,AAV41877,CC(=O)O.C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
2199265,1671197,26204.0,Active,AAV41877,CC(C)CC(=O)C(=O)C
2199267,1671197,16305.0,Active,AAV41877,C1=CC(=CC=C1OC2=CC=C(C=C2)Br)Br
2199269,1671197,24705.0,Inactive,AAV41877,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
2199271,1671197,66449.0,Active,AAV41877,C1=CC(=CC=C1CCN)O.Cl
2199275,1671197,17693.0,Active,AAV41877,C1CC1C(=O)NC2=CC(=C(C=C2)Cl)Cl
2199277,1671197,18170.0,Active,AAV41877,C1=CC=C(C=C1)CSC#N
2199279,1671197,39223.0,Active,AAV41877,CCOP(=S)(OCC)OC1=NN(C(=N1)Cl)C(C)C
2199281,1671197,19988.0,Active,AAV41877,COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)S(=O)(=O)O
2199283,1671197,22584.0,Active,AAV41877,C1=CC(=C(C=C1N)Cl)N.OS(=O)(=O)O
2199285,1671197,123879.0,Inactive,AAV41877,C1CC2=C(C[C@@H]1NS(=O)(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4N2CCC(=O)O
2199289,1671197,16224.0,Inactive,AAV41877,CCCCCCCCN(C)C
2199291,1671197,548353.0,Inactive,AAV41877,CC(C(C)S)S
2199293,1671197,957.0,Inactive,AAV41877,CCCCCCCCO
2199295,1671197,62485.0,Active,AAV41877,CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2
2199297,1671197,25914.0,Active,AAV41877,CCCCNCC
2199299,1671197,16363.0,Inactive,AAV41877,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
2199301,1671197,21059.0,Inactive,AAV41877,CCC1=C(C(=O)C=CO1)O
2199303,1671197,123606.0,Inactive,AAV41877,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3
2199305,1671197,17016.0,Inactive,AAV41877,CC1=C(C(=C(C=C1)C)O)C
2199307,1671197,16993.0,Inactive,AAV41877,CCCCCCCCC1CO1
2199309,1671197,18055.0,Inactive,AAV41877,CCN(CC)C(=O)SCC
2199311,1671197,21080.0,Active,AAV41877,C1CCC(CC1)N(C2CCCCC2)SC3=NC4=CC=CC=C4S3
2199313,1671197,19910.0,Inactive,AAV41877,C1=CC2=C(C=CC(=C2N=C1)O)[N+](=O)[O-]
2199315,1671197,22842.0,Inactive,AAV41877,CC1=NN(C(=O)C1N=NC2=CC=C(C=C2)S(=O)(=O)[O-])C3=CC(=C(C=C3Cl)S(=O)(=O)[O-])Cl.[Na+].[Na+]
2199317,1671197,121396.0,Inactive,AAV41877,C(CC(=O)O)[C@@H](C(=O)O)NC(=O)N
2199319,1671197,34.0,Inactive,AAV41877,C(CCl)O
2199321,1671197,16316.0,Inactive,AAV41877,CCCCCNCCCCC
2199323,1671197,5367692.0,Inactive,AAV41877,CC/C=C\CCCCCCCCCCOC(=O)C
2199325,1671197,967.0,Inactive,AAV41877,C1=C(NC(=O)NC1=O)C(=O)O
2199327,1671197,39676.0,Active,AAV41877,CC1(C(=O)N(C(=O)O1)C2=CC(=CC(=C2)Cl)Cl)C=C
2199331,1671197,15595.0,Inactive,AAV41877,C1CCCCCC(CCCCC1)O
2199333,1671197,20686.0,Inactive,AAV41877,CC(CCC#N)C#N
2199335,1671197,65483.0,Inactive,AAV41877,CCC1(CCCCN(C1)C)C2=CC(=CC=C2)O.Cl
2199337,1671197,17036.0,Active,AAV41877,CCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCCN(C)C
2199339,1671197,16700.0,Inactive,AAV41877,CCCCCCCCCCCCOS(=O)(=O)[O-].[NH4+]
2199341,1671197,17858.0,Inactive,AAV41877,CCCCCCCCCCC1CO1
2199343,1671197,40475.0,Inactive,AAV41877,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl
2199345,1671197,19463.0,Inactive,AAV41877,CCN(CC)O
2199347,1671197,23418.0,Inactive,AAV41877,CC1=CC(=C(C=C1CC2=CN=C(N=C2N)N)OC)OC
2199349,1671197,121035.0,Active,AAV41877,CCC(=C(C1=CC=CC=C1)C2=CC=CC=C2)CN.Cl
2199351,1671197,31298.0,Inactive,AAV41877,C(O)[P+](CO)(CO)CO.[Cl-]
2199353,1671197,17587.0,Inactive,AAV41877,CN(C)C(=O)C=C
2199355,1671197,5365976.0,Active,AAV41877,CC1=CCCC(C1/C=C/C(=O)CCC=C)(C)C
2199357,1671197,1050.0,Inactive,AAV41877,CC1=NC=C(C(=C1O)C=O)CO
2199361,1671197,25607.0,Active,AAV41877,C1=CC(=C(C=C1Cl)Cl)C(Cl)(Cl)Cl
2199363,1671197,15546.0,Inactive,AAV41877,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl
2199365,1671197,20739.0,Inactive,AAV41877,CC(C)C1CCC(CC1)O
2199367,1671197,115089.0,Active,AAV41877,C1=CC(=CC(=C1)O)C[C@@H](CO)[C@@H](CC2=CC(=CC=C2)O)CO
2199369,1671197,16143.0,Active,AAV41877,CCCCCCCC1=CC=C(C=C1)O
2199371,1671197,16683.0,Inactive,AAV41877,C1C(O1)COCCOCC2CO2
2199377,1671197,18819.0,Inactive,AAV41877,CO[Si](CCC1CCC2C(C1)O2)(OC)OC
2199379,1671197,21138.0,Inactive,AAV41877,CC(C)NC[C@H](COC1=CC=CC2=CC=CC=C21)O
2199383,1671197,196.0,Inactive,AAV41877,C(CCC(=O)O)CC(=O)O
2199385,1671197,17181.0,Active,AAV41877,C[Si](C)(CCCN)O[Si](C)(C)CCCN
2199387,1671197,5365125.0,Active,AAV41877,CCCCC(CC)COC(=O)/C=C\C(=O)OCC(CC)CCCC
2199389,1671197,1046.0,Inactive,AAV41877,C1=CN=C(C=N1)C(=O)N
2199391,1671197,41909.0,Inactive,AAV41877,CC(C)(C)C1=NNC(=O)N(C1=O)N
2199393,1671197,25418.0,Inactive,AAV41877,CCN(C)N=O
2199395,1671197,15533.0,Active,AAV41877,CCCCCCCC(=O)OC1=C(C=C(C=C1Br)C#N)Br
2199401,1671197,16752.0,Active,AAV41877,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C5=CC=NC=C5)O)C)O)F)C
2199403,1671197,16659.0,Inactive,AAV41877,C1=CC=C2C(=C1)N=C(C(=N2)Cl)Cl
2199405,1671197,17513.0,Inactive,AAV41877,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N
2199407,1671197,40585.0,Active,AAV41877,CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C
2199409,1671197,19284.0,Active,AAV41877,CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC
2199411,1671197,21097.0,Active,AAV41877,C1CCC(CC1)[NH3+].[Cl-]
2199413,1671197,4659569.0,Inactive,AAV41877,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-]
2199415,1671197,31222.0,Inactive,AAV41877,C1=CC=C(C=C1)NNC2=CC=CC=C2
2199417,1671197,17134.0,Inactive,AAV41877,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N
2199419,1671197,5364509.0,Inactive,AAV41877,CCCCCCCC/C=C\CCCCCCCC(=O)OC
2199421,1671197,978.0,Inactive,AAV41877,C1=CC(=CC=C1C(=O)O)N
2199423,1671197,62477.0,Inactive,AAV41877,CCOC(C=C)OCC
2199427,1671197,15723.0,Active,AAV41877,C1CNCCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O
2199429,1671197,19861.0,Inactive,AAV41877,CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1
2199433,1671197,15927.0,Active,AAV41877,CC[N+]1=CC=CC=C1.[Br-]
2199435,1671197,16627.0,Active,AAV41877,C=CC(=O)OCCCl
2199437,1671197,17406.0,Inactive,AAV41877,C1CC(CC(C1)CN)CN
2199439,1671197,20087.0,Active,AAV41877,CCC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C
2199441,1671197,18487.0,Active,AAV41877,CC1=C(C=CC(=C1)Cl)N.Cl
2199443,1671197,21096.0,Inactive,AAV41877,C1CC(CC=C1)C2=CC=CC=C2
2199445,1671197,11181836.0,Active,AAV41877,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
2199447,1671197,9578570.0,Active,AAV41877,C/C(=N\OCC1=CC=CC=C1/C(=N/OC)/C(=O)OC)/C2=CC(=CC=C2)C(F)(F)F
2199449,1671197,17162.0,Inactive,AAV41877,CCCCC(CC)COCC1CO1
2199451,1671197,5364361.0,Inactive,AAV41877,C1/C=C\CC/C=C\CC/C=C\C1
2199453,1671197,999.0,Inactive,AAV41877,C1=CC=C(C=C1)CC(=O)O
2199455,1671197,38852.0,Inactive,AAV41877,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N.C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N.O.O.O
2199457,1671197,26229.0,Inactive,AAV41877,C1=CC(=CC=C1OCC(=O)O)Cl
2199459,1671197,15600.0,Active,AAV41877,CCCCCCCCCC
2199461,1671197,17549.0,Inactive,AAV41877,C1=CC(=CC=C1C(=O)NCC(=O)O)[N+](=O)[O-]
2199463,1671197,64961.0,Active,AAV41877,C1=CC=C2C(=C1)C3=C(N2)C=NC=C3
2199465,1671197,15767.0,Inactive,AAV41877,COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl
2199467,1671197,16449.0,Inactive,AAV41877,C1=CC=C(C=C1)C2=CC(=CC=C2)Br
2199469,1671197,17321.0,Active,AAV41877,CC1=CC2=C(C=C1)C3=CC=CC=C3C=C2
2199471,1671197,39562.0,Inactive,AAV41877,C1=CC=C2C(=C1)C(=NN2CC3=C(C=C(C=C3)Cl)Cl)C(=O)O
2199473,1671197,17861.0,Inactive,AAV41877,C1=CC(=CN=C1)CCCO
2199475,1671197,19999.0,Inactive,AAV41877,CCC(=O)[O-].CCC(=O)[O-].[Ca+2]
2199477,1671197,1049.0,Inactive,AAV41877,C1=CC=NC=C1
2199479,1671197,31234.0,Inactive,AAV41877,C1=CC=C(C=C1)CCCO
2199481,1671197,15624.0,Inactive,AAV41877,C=CCC1=CC=CC=C1O
2199483,1671197,5362376.0,Inactive,AAV41877,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N.Cl
2199485,1671197,1060.0,Inactive,AAV41877,CC(=O)C(=O)O
2199487,1671197,65870.0,Active,AAV41877,CCOC(=O)CN1C=CC=C1C2=NC(=C(S2)C3=CC=C(C=C3)OC)C4=CC=C(C=C4)OC
2199489,1671197,26596.0,Inactive,AAV41877,CCCCC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
2199491,1671197,15250.0,Inactive,AAV41877,CC(C)CC1=CC=C(C=C1)CC(=O)O
2199493,1671197,17231.0,Active,AAV41877,CCCCCCCCOC1=CC=C(C=C1)C(=O)O
2199495,1671197,3086172.0,Active,AAV41877,CC1([C@@H]([C@@H]1C(=O)O[C@@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C
2199499,1671197,16387.0,Active,AAV41877,CC(=C)C(=O)OCCCCOC(=O)C(=C)C
2199501,1671197,16949.0,Inactive,AAV41877,C1CC2C(O2)CC1COC(=O)C3CCC4C(C3)O4
2199503,1671197,19800.0,Inactive,AAV41877,CCCCCCC(CCCC)CO
2199505,1671197,17652.0,Active,AAV41877,COC1=CC(=C(C=C1)N)OC
2199507,1671197,19700.0,Active,AAV41877,CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=CC=C5S(=O)(=O)[O-].[Na+].[Na+]
2199509,1671197,996.0,Inactive,AAV41877,C1=CC=C(C=C1)O
2199513,1671197,15612.0,Inactive,AAV41877,COC(=O)CCCCCCCC(=O)OC
2199515,1671197,5362129.0,Inactive,AAV41877,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O
2199519,1671197,38479.0,Active,AAV41877,CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-]
2199521,1671197,16420.0,Active,AAV41877,C1=CC(=CC=C1C2=CSC(=N2)N)[N+](=O)[O-]
2199529,1671197,15588.0,Active,AAV41877,C1=CC(=CC=C1N=NC2=CC(=C(C=C2)O)C(=O)O)[N+](=O)[O-]
2199533,1671197,16698.0,Inactive,AAV41877,C(N(CP(=O)(O)O)CP(=O)(O)O)P(=O)(O)O
2199537,1671197,17811.0,Active,AAV41877,CC1=CC(=C(C=C1)O)N=NC2=CC=C(C=C2)NC(=O)C
2199539,1671197,22094.0,Active,AAV41877,CC(C)OC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O
2199541,1671197,727.0,Inactive,AAV41877,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
2199543,1671197,28693.0,Inactive,AAV41877,CN1C[C@@H](C[C@H]2[C@H]1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5
2199545,1671197,15600.0,Inactive,AAV41877,CCCCCCCCCC
2199547,1671197,5359371.0,Active,AAV41877,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1CC4=C3C=C(C=C4)O
2199549,1671197,289.0,Inactive,AAV41877,C1=CC=C(C(=C1)O)O
2199551,1671197,65784.0,Inactive,AAV41877,CC(=O)N1C[C@@H](C[C@H]1C(=O)O)O
2199553,1671197,16278.0,Inactive,AAV41877,CC(=O)CC(=O)N(C)C
2199555,1671197,15413.0,Inactive,AAV41877,CC(C)(C)OC
2199557,1671197,17599.0,Active,AAV41877,C1=CC=C2C(=C1)C3=C4C2=CC=CC4=C(C=C3)N
2199559,1671197,3032792.0,Active,AAV41877,CCOC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OCC
2199561,1671197,15439.0,Inactive,AAV41877,C=CCCCCCCC=C
2199563,1671197,16181.0,Inactive,AAV41877,CCSC(=O)N(CC(C)C)CC(C)C
2199565,1671197,16590.0,Active,AAV41877,C=CCSSCC=C
2199567,1671197,20250.0,Active,AAV41877,C1=CC(=C(C=C1Cl)Cl)C(=O)CCl
2199569,1671197,18340.0,Active,AAV41877,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O.Cl
2199571,1671197,22522.0,Active,AAV41877,CC(COP(=O)(OCC(C)Cl)OCC(C)Cl)Cl
2199575,1671197,3086618.0,Active,AAV41877,C1C[C@H](CN(C1)CCC2=CC3=C(C=C2)OCO3)OC(C4=CC=CC=C4)C5=CC=CC=C5
2199577,1671197,15531.0,Inactive,AAV41877,C1=C(C=C(C(=C1Br)O)Br)C#N
2199579,1671197,1030.0,Inactive,AAV41877,CC(CO)O
2199581,1671197,342.0,Inactive,AAV41877,CC1=CC(=CC=C1)O
2199583,1671197,36606.0,Active,AAV41877,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(C)C)[N+](=O)[O-]
2199585,1671197,15678.0,Inactive,AAV41877,C(CC#N)CC(CCC#N)C#N
2199589,1671197,17913.0,Inactive,AAV41877,C1(=C(C(=O)C1=O)O)O
2199591,1671197,61179.0,Inactive,AAV41877,C(C(Br)(Br)Br)Br
2199593,1671197,15406.0,Inactive,AAV41877,CC1(C2CCC(C2)(C1O)C)C
2199595,1671197,15965.0,Inactive,AAV41877,C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N
2199597,1671197,16473.0,Inactive,AAV41877,C1CCC(CC1)N2CC3=CC(=C(C=C3C2=O)S(=O)(=O)N)Cl
2199599,1671197,31573.0,Active,AAV41877,CCNC1=NC(=NC(=N1)SC)NC(C)C(C)C
2199601,1671197,18048.0,Active,AAV41877,CC(C)C1=CC(=C(C=C1)O)C(C)C
2199603,1671197,22475.0,Inactive,AAV41877,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-]
2199605,1671197,753.0,Inactive,AAV41877,C(C(CO)O)O
2199607,1671197,28768.0,Active,AAV41877,C1=CC(=CN=C1)C(C2=CC=C(C=C2)Cl)(C3=CC=C(C=C3)Cl)O
2199609,1671197,10345790.0,Active,AAV41877,CN1C2=NC(=NC=C2CN(C1=O)C3=CC=CC=C3Br)NC4=CC5=C(C=C4)OC(CO5)CO
2199611,1671197,727.0,Active,AAV41877,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
2199613,1671197,743.0,Active,AAV41877,C(CC(=O)O)CC(=O)O
2199615,1671197,65494.0,Active,AAV41877,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
2199621,1671197,17162.0,Inactive,AAV41877,CCCCC(CC)COCC1CO1
2199623,1671197,3034285.0,Active,AAV41877,CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC
2199625,1671197,15348.0,Inactive,AAV41877,CC1=CN=C(C=C1)N
2199627,1671197,15580.0,Active,AAV41877,CC(C)COC(=O)COC1=C(C=C(C=C1)Cl)Cl
2199629,1671197,16116.0,Active,AAV41877,CC1CCCCC1NC(=O)NC2=CC=CC=C2
2199631,1671197,19602.0,Active,AAV41877,CCCCCC1=CC=CO1
2199633,1671197,17520.0,Inactive,AAV41877,C1=CC=C2C(=C1)C(=O)NS2
2199635,1671197,21531.0,Active,AAV41877,B(OC(C)C)(OC(C)C)OC(C)C
2199637,1671197,864.0,Inactive,AAV41877,C1CSSC1CCCCC(=O)O
2199639,1671197,3067270.0,Inactive,AAV41877,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O.O
2199643,1671197,938.0,Inactive,AAV41877,C1=CC(=CN=C1)C(=O)O
2199645,1671197,802.0,Active,AAV41877,C1=CC=C2C(=C1)C(=CN2)CC(=O)O
2199647,1671197,36392.0,Active,AAV41877,CCCN(CCCl)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
2199651,1671197,10201497.0,Active,AAV41877,COC1=CC=C(C=C1)C(=O)NC2=NC3=CC=CC=C3C(=C2C#N)NCC4=CC=CC=C4
2199655,1671197,61056.0,Inactive,AAV41877,CC(C)CC(C)CC(CC(C)C)O
2199657,1671197,15106.0,Active,AAV41877,C1=CC=C2C(=C1)C=CC=C2NCCN.Cl.Cl
2199659,1671197,15376.0,Active,AAV41877,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4[C@](C2)(C(=O)OC)O
2199661,1671197,15967.0,Active,AAV41877,CC1=CC(=C(C(=C1)C(C)(C)C)OC(=O)NC)C(C)(C)C
2199663,1671197,34632.0,Active,AAV41877,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4.Cl
2199667,1671197,18522.0,Inactive,AAV41877,CC1C(=O)CCO1
2199669,1671197,743.0,Inactive,AAV41877,C(CC(=O)O)CC(=O)O
2199671,1671197,24838.0,Inactive,AAV41877,CCCCCCOC(=O)C(C)CC
2199673,1671197,9936739.0,Active,AAV41877,COC(=O)C12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl
2199675,1671197,713.0,Inactive,AAV41877,C(=O)N
2199677,1671197,727.0,Active,AAV41877,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
2199679,1671197,62240.0,Inactive,AAV41877,CCC(C)(C)C1CCCCC1OC(=O)C
2199681,1671197,15529.0,Active,AAV41877,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)O
2199685,1671197,16278.0,Inactive,AAV41877,CC(=O)CC(=O)N(C)C
2199687,1671197,3032297.0,Active,AAV41877,C(CNC(=S)[S-])NC(=S)[S-].[Na+].[Na+]
2199689,1671197,10133071.0,Inactive,AAV41877,CC(=O)NC1=NC(=O)N(C=C1)C2COC(O2)COC(=O)C3=CC=CC=C3
2199691,1671197,15432.0,Inactive,AAV41877,CCN(CC)C(=O)N1CCN(CC1)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
2199693,1671197,15787.0,Active,AAV41877,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl
2199697,1671197,16773.0,Inactive,AAV41877,CCOP(=S)(OCC)SCSC1=C(C=CC(=C1)Cl)Cl
2199703,1671197,3045414.0,Inactive,AAV41877,CC(C)(C)NC[C@@H](C1=C(C=C(C=C1)O)Cl)O
2199705,1671197,720471.0,Active,AAV41877,CC1=CNC(=S)NC1=O
2199707,1671197,681.0,Inactive,AAV41877,C1=CC(=C(C=C1CCN)O)O
2199709,1671197,403.0,Active,AAV41877,C1=CC(=CC=C1N)O
2199711,1671197,36324.0,Active,AAV41877,CC1=CC(=C(C=C1)N=CN(C)C=NC2=C(C=C(C=C2)C)C)C
2199713,1671197,15510.0,Inactive,AAV41877,C1CCC(C1)S
2199715,1671197,9934458.0,Inactive,AAV41877,CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC(=C(C=C3)C(F)(F)F)F)C)OCC(=O)O
2199717,1671197,16976.0,Inactive,AAV41877,C1=CC(=C[N+](=C1)[O-])C(=O)O
2199719,1671197,60962.0,Active,AAV41877,C1=CC=C(C=C1)NN.Cl
2199723,1671197,15284.0,Active,AAV41877,CC(=C)C(=O)OCC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)OCC(COC(=O)C(=C)C)O)O
2199725,1671197,10313079.0,Inactive,AAV41877,CN(C)C.Cl
2199727,1671197,31362.0,Active,AAV41877,CC(C)CC(C)(C#CC(C)(CC(C)C)O)O
2199729,1671197,16666.0,Inactive,AAV41877,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C
2199731,1671197,18062.0,Inactive,AAV41877,CC(C)(C1=CC=C(C=C1)C(C)(C)O)O
2199735,1671197,24915.0,Inactive,AAV41877,CCCC(=O)OC(C)(C)CC1=CC=CC=C1
